wkt_geom,UPJONG1_NM,UPJONG2_NM,UPJONG3_NM,STORE_NM,ADDRESS,PHONE,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
Point (192751.97021303093060851 449913.81905650714179501),음식,유흥주점,빠/카페/스탠드빠,프랭키즈,서울특별시 마포구 서교동 399-24 1층 우측,031-514-8649,서울특별시 마포구 서교동 399-24 1층 우측,126.917979,37.548713,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 67,서울특별시 마포구 서교동 399-24,4047
Point (192899.08873592276358977 450000.48468025523470715),음식,양식,정통양식/경양식,하늘.땅.그리고바다,서울특별시 마포구 서교동 404-29 지하1층,02-332-0518,서울특별시 마포구 서교동 404-29 지하1층,126.919643,37.549495,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 40,서울특별시 마포구 서교동 404-29,4048
Point (192709.08499044581549242 450185.44444494729395956),음식,한식,한식/백반/한정식,고미정,서울특별시 마포구 서교동 395-165 1.2층,,서울특별시 마포구 서교동 395-165 1.2층,126.917491,37.55116,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 78-14,서울특별시 마포구 서교동 395-165,4043
Point (193133.88394864645670168 450111.94131751218810678),음식,양식,정통양식/경양식,휴즈,서울특별시 마포구 서교동 407-27,02-335-4082,서울특별시 마포구 서교동 407-27,126.922299,37.550501,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 5-1,서울특별시 마포구 서교동 407-27,4049
Point (193091.5063902598049026 450051.48794399108737707),음식,유흥주점,호프/맥주,하가노주방,서울특별시 마포구 서교동 409-18,02-338-6290,서울특별시 마포구 서교동 409-18,126.92182,37.549956,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-5,서울특별시 마포구 서교동 409-18,4049
Point (192618.16637860226910561 449897.39964586740825325),음식,유흥주점,빠/카페/스탠드빠,일창이기,서울특별시 마포구 합정동 412-241 1층101호,,서울특별시 마포구 합정동 412-241 1층101호,126.916465,37.548564,인근좌표,1.14E+18,구주소,,서울특별시 마포구 합정동 412-241,NULL
Point (193130.56310826426488347 450049.90172318840632215),음식,유흥주점,빠/카페/스탠드빠,밈,서울특별시 마포구 서교동 410-7 2층,02-337-5558,서울특별시 마포구 서교동 410-7 2층,126.922262,37.549942,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 11-5,서울특별시 마포구 서교동 410-7,4049
Point (192690.74818509822944179 449933.18461856729118153),음식,제과제빵떡케익,케익전문점,프라이팬케？,서울특별시 마포구 서교동 396-35,,서울특별시 마포구 서교동 396-35,126.917286,37.548887,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 53,서울특별시 마포구 서교동 396-35,4047
Point (192540.7026714971580077 449936.64762666315073147),음식,유흥주점,빠/카페/스탠드빠,비티프리비,서울특별시 마포구 합정동 413-2 1층,,서울특별시 마포구 합정동 413-2 1층,126.915588,37.548917,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 28,서울특별시 마포구 합정동 413-2,4046
Point (192973.77815126266796142 450023.17373159102862701),음식,유흥주점,빠/카페/스탠드빠,카페5,서울특별시 마포구 서교동 403-5 지1층,02-3143-5557,서울특별시 마포구 서교동 403-5 지1층,126.920488,37.5497,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 34,서울특별시 마포구 서교동 403-5,4048
Point (192987.99275081112864427 450008.40030714031308889),음식,유흥주점,소주방/포장마차,주막,서울특별시 마포구 서교동 403-14 2층,,서울특별시 마포구 서교동 403-14 2층,126.920649,37.549567,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 49,서울특별시 마포구 서교동 403-14,4048
Point (193116.43512995392666198 450062.78803503804374486),음식,일식/수산물,음식점-일식,텟펜홍대점,서울특별시 마포구 서교동 409-1 1층,,서울특별시 마포구 서교동 409-1 1층,126.922102,37.550058,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 15,서울특별시 마포구 서교동 409-1,4049
Point (192986.21745417770580389 449894.30607219680678099),음식,양식,정통양식/경양식,파쿠모리,서울특별시 마포구 서교동 411-15 1층,,서울특별시 마포구 서교동 411-15 1층,126.92063,37.548539,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 40,서울특별시 마포구 서교동 411-15,4049
Point (193012.03132973387255333 449906.60399394645355642),음식,한식,한식/백반/한정식,밥,서울특별시 마포구 서교동 411-12 1층,,서울특별시 마포구 서교동 411-12 1층,126.920922,37.54865,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 49,서울특별시 마포구 서교동 411-12,4049
Point (193139.50308011114248075 449960.9928896869532764),음식,유흥주점,빠/카페/스탠드빠,디와니암,서울특별시 마포구 상수동 92-3 2층,02-326-0009,서울특별시 마포구 상수동 92-3 2층,126.922364,37.549141,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로11길 10,서울특별시 마포구 상수동 92-3,4049
Point (193162.86823088492383249 450112.25037645385600626),음식,양식,정통양식/경양식,온더식스,서울특별시 마포구 서교동 407-7 6층,02-324-8745,서울특별시 마포구 서교동 407-7 6층,126.922627,37.550504,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 3,서울특별시 마포구 서교동 407-7,4049
Point (192904.29255281877703965 449885.49659472145140171),음식,유흥주점,호프/맥주,이층(2층),서울특별시 마포구 서교동 402-3 2층,,서울특별시 마포구 서교동 402-3 2층,126.919703,37.548459,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 99,서울특별시 마포구 서교동 402-3,4048
Point (193054.81470532165258192 450028.10005274199647829),음식,양식,정통양식/경양식,쿤스트베,서울특별시 마포구 서교동 408-10,02-335-1139,서울특별시 마포구 서교동 408-10,126.921405,37.549745,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-12,서울특별시 마포구 서교동 408-10,4049
Point (193180.9752181276853662 450102.46854192414321005),음식,분식,라면김밥분식,사브,서울특별시 마포구 서교동 407-2,02-324-6929,서울특별시 마포구 서교동 407-2,126.922832,37.550416,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 65,서울특별시 마포구 서교동 407-2,4049
Point (193087.69074594075209461 450032.40116819000104442),음식,유흥주점,호프/맥주,로드하우스,서울특별시 마포구 서교동 409-19 2층,,서울특별시 마포구 서교동 409-19 2층,126.921777,37.549784,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-9,서울특별시 마포구 서교동 409-19,4049
Point (192873.59493995812954381 449949.11903131770668551),음식,양식,정통양식/경양식,스패뉴서교점,"서울특별시 마포구 서교동 401-20 1층,2층",,"서울특별시 마포구 서교동 401-20 1층,2층",126.919355,37.549032,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 28,서울특별시 마포구 서교동 401-20,4048
Point (193007.1484059426584281 450089.62743817165028304),음식,한식,한식/백반/한정식,The 35mm,서울특별시 마포구 서교동 405-16,02-3142-0448,서울특별시 마포구 서교동 405-16,126.920865,37.550299,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 55-2,서울특별시 마포구 서교동 405-16,4048
Point (192496.2911841208988335 449978.19716439978219569),음식,일식/수산물,아구전문,달수네 삼겹살,서울특별시 마포구 서교동 394-23,02-335-7812,서울특별시 마포구 서교동 394-23,126.915085,37.549291,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 13,서울특별시 마포구 서교동 394-23,4044
Point (193017.86010907485615462 450112.70395153196295723),음식,분식,라면김밥분식,죽촌,서울특별시 마포구 서교동 405-2,02-3143-0084,서울특별시 마포구 서교동 405-2,126.920986,37.550507,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 61,서울특별시 마포구 서교동 405-2,4048
Point (193162.86823088492383249 450112.25037645385600626),음식,유흥주점,호프/맥주,틴팬,서울특별시 마포구 서교동 407-7 지하1층,02-338-9935,서울특별시 마포구 서교동 407-7 지하1층,126.922627,37.550504,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 3,서울특별시 마포구 서교동 407-7,4049
Point (193087.11881894918042235 450088.45062607701402158),음식,분식,라면김밥분식,비아,서울특별시 마포구 서교동 407-17 1층,02-3141-2046,서울특별시 마포구 서교동 407-17 1층,126.92177,37.550289,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 22,서울특별시 마포구 서교동 407-17,4049
Point (193116.43512995392666198 450062.78803503804374486),음식,유흥주점,호프/맥주,가보,서울특별시 마포구 서교동 409-1 3층 301호,,서울특별시 마포구 서교동 409-1 3층 301호,126.922102,37.550058,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 15,서울특별시 마포구 서교동 409-1,4049
Point (193129.9377168350329157 449827.92611784813925624),음식,분식,라면김밥분식,삭,서울특별시 마포구 상수동 310-13 지1층,,서울특별시 마포구 상수동 310-13 지1층,126.922257,37.547942,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 79,서울특별시 마포구 상수동 310-13,4049
Point (192870.09967019635951146 449995.0710932407528162),음식,분식,라면김밥분식,나라면너김밥,서울특별시 마포구 서교동 398-10 1층,,서울특별시 마포구 서교동 398-10 1층,126.919315,37.549446,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 33,서울특별시 마포구 서교동 398-10,4047
Point (193119.83864572268794291 450117.8353068606229499),음식,유흥주점,호프/맥주,엠앤엠,서울특별시 마포구 서교동 407-26 지하1층,,서울특별시 마포구 서교동 407-26 지하1층,126.92214,37.550554,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 7,서울특별시 마포구 서교동 407-26,4049
Point (192990.82976474188035354 450019.38573278981493786),음식,유흥주점,빠/카페/스탠드빠,이시스,서울특별시 마포구 서교동 403-6 지하1층,,서울특별시 마포구 서교동 403-6 지하1층,126.920681,37.549666,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 51,서울특별시 마포구 서교동 403-6,4048
Point (193060.83592532045440748 449831.20219961297698319),음식,유흥주점,호프/맥주,무넹기,서울특별시 마포구 상수동 315-6 1층,,서울특별시 마포구 상수동 315-6 1층,126.921475,37.547971,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 73,서울특별시 마포구 상수동 315-6,4049
Point (193031.10364165477221832 449993.82459360820939764),음식,한식,한식/백반/한정식,장군주먹고기,서울특별시 마포구 서교동 408-15 1층,,서울특별시 마포구 서교동 408-15 1층,126.921137,37.549436,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 50-1,서울특별시 마포구 서교동 408-15,4049
Point (192529.66289002177654766 449943.53880721115274355),음식,유흥주점,빠/카페/스탠드빠,카페마로,서울특별시 마포구 합정동 413-4 1층,,서울특별시 마포구 합정동 413-4 1층,126.915463,37.548979,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 22,서울특별시 마포구 합정동 413-4,4046
Point (193064.14251333876745775 450087.13792020408436656),음식,한식,한식/백반/한정식,166 스토리아(storia),서울특별시 마포구 서교동 407-30,02-3142-5689,서울특별시 마포구 서교동 407-30,126.92151,37.550277,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 26,서울특별시 마포구 서교동 407-30,4049
Point (192610.93973398910020478 449919.38170837517827749),음식,분식,라면김밥분식,할머니분식,서울특별시 마포구 합정동 413-15 1층,,서울특별시 마포구 합정동 413-15 1층,126.916383,37.548762,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 7,서울특별시 마포구 합정동 413-15,4046
Point (193070.39660483121406287 450063.27026248158654198),음식,양식,정통양식/경양식,홍대문,서울특별시 마포구 서교동 408-1,02-3143-0757,서울특별시 마포구 서교동 408-1,126.921581,37.550062,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 23,서울특별시 마포구 서교동 408-1,4049
Point (193168.65066034099436365 449944.32066149153979495),음식,중식,중국음식/중국집,동천홍,서울특별시 마포구 상수동 93-89 1층 101호,,서울특별시 마포구 상수동 93-89 1층 101호,126.922694,37.548991,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 49,서울특별시 마포구 상수동 93-89,4049
Point (192630.10248108723317273 449904.60327340685762465),음식,분식,라면김밥분식,타닥,서울특별시 마포구 합정동 412-29,02-333-0774,서울특별시 마포구 합정동 412-29,126.9166,37.548629,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 6,서울특별시 마포구 합정동 412-29,4047
Point (192942.29384071650565602 449888.90485500823706388),음식,유흥주점,기타일반유흥주점,천상,서울 마포구 서교동 402-22번지,02-336-0487,서울 마포구 서교동 402-22번지,126.920133,37.54849,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 35,서울특별시 마포구 서교동 402-22,4048
Point (193180.9752181276853662 450102.46854192414321005),음식,유흥주점,호프/맥주,타카야,"서울특별시 마포구 서교동 407-2 1,2층",,"서울특별시 마포구 서교동 407-2 1,2층",126.922832,37.550416,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 65,서울특별시 마포구 서교동 407-2,4049
Point (192636.02341565972892568 450004.5982823456870392),음식,분식,라면김밥분식,이야기,서울특별시 마포구 서교동 395-95 지1층,,서울특별시 마포구 서교동 395-95 지1층,126.916666,37.54953,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로8길 25-4,서울특별시 마포구 서교동 395-95,4044
Point (193051.96042434679111466 450102.02050404256442562),음식,양식,정통양식/경양식,시암타이,서울특별시 마포구 서교동 407-21 2층,,서울특별시 마포구 서교동 407-21 2층,126.921372,37.550411,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 60,서울특별시 마포구 서교동 407-21,4049
Point (192700.81606699945405126 449926.29450638254638761),음식,유흥주점,빠/카페/스탠드빠,디모멘트,서울특별시 마포구 서교동 396-36 1층,02-338-4275,서울특별시 마포구 서교동 396-36 1층,126.9174,37.548825,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 57,서울특별시 마포구 서교동 396-36,4047
Point (192744.96668914658948779 450292.84953417722135782),음식,한식,한식/백반/한정식,크랩하우스,"서울특별시 마포구 서교동 373-8 2,3층",,"서울특별시 마포구 서교동 373-8 2,3층",126.917896,37.552128,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 90,서울특별시 마포구 서교동 373-8,4043
Point (192933.02537206301349215 450004.78427741467021406),음식,유흥주점,빠/카페/스탠드빠,스위티에 카카오,서울특별시 마포구 서교동 404-18 지하1층,02-326-1794,서울특별시 마포구 서교동 404-18 지하1층,126.920027,37.549534,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 27,서울특별시 마포구 서교동 404-18,4048
Point (192553.20749248474021442 449986.80302191025111824),음식,유흥주점,빠/카페/스탠드빠,화인,서울특별시 마포구 서교동 394-78 1층 101호,,서울특별시 마포구 서교동 394-78 1층 101호,126.915729,37.549369,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로8길 32-15,서울특별시 마포구 서교동 394-78,4044
Point (193087.45832571934442967 449965.47555373649811372),음식,유흥주점,기타일반유흥주점,다방,서울 마포구 서교동 411-16번지,02-325-5510,서울 마포구 서교동 411-16번지,126.921775,37.549181,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 29,서울특별시 마포구 서교동 411-16,4049
Point (193070.39660483121406287 450063.27026248158654198),음식,일식/수산물,음식점-일식,오오도리,서울특별시 마포구 서교동 408-1 1층 남측,,서울특별시 마포구 서교동 408-1 1층 남측,126.921581,37.550062,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 23,서울특별시 마포구 서교동 408-1,4049
Point (193084.20702430795063265 449987.45389731781324372),음식,양식,정통양식/경양식,오요리,서울특별시 마포구 서교동 409-10 2층,,서울특별시 마포구 서교동 409-10 2층,126.921738,37.549379,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 28,서울특별시 마포구 서교동 409-10,4049
Point (192725.82883598565240391 449931.59999549482017756),음식,유흥주점,빠/카페/스탠드빠,커피 스튜디오,서울특별시 마포구 서교동 399-7 1층,,서울특별시 마포구 서교동 399-7 1층,126.917683,37.548873,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 57-6,서울특별시 마포구 서교동 399-7,4047
Point (192942.29384071650565602 449888.90485500823706388),음식,패스트푸드,패스트푸드,삼단변신미스홍,서울특별시 마포구 서교동 402-22,,서울특별시 마포구 서교동 402-22,126.920133,37.54849,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 35,서울특별시 마포구 서교동 402-22,4048
Point (192956.98686978983459994 449917.08335338940378278),음식,한식,한식/백반/한정식,별밤,서울특별시 마포구 서교동 402-18,02-536-9679,서울특별시 마포구 서교동 402-18,126.920299,37.548744,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 39,서울특별시 마포구 서교동 402-18,4048
Point (193004.30293216364225373 450068.54209699778584763),음식,유흥주점,호프/맥주,사랑술술,서울특별시 마포구 서교동 403-1 상호빌딩 4층,02-334-8989,서울특별시 마포구 서교동 403-1 상호빌딩 4층,126.920833,37.550109,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 55-1,서울특별시 마포구 서교동 403-1,4048
Point (192681.08959897788008675 449903.11535448173526675),음식,유흥주점,호프/맥주,일공일,서울특별시 마포구 합정동 412-24 1층101호,,서울특별시 마포구 합정동 412-24 1층101호,126.917177,37.548616,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 54,서울특별시 마포구 합정동 412-24,4047
Point (192948.2831931565888226 450073.91688836272805929),음식,유흥주점,호프/맥주,로데오호프,서울특별시 마포구 서교동 404-6 지1층,,서울특별시 마포구 서교동 404-6 지1층,126.920199,37.550157,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 56,서울특별시 마포구 서교동 404-6,4048
Point (192745.55790396931115538 449856.77678844216279685),음식,분식,떡볶이전문,즉석떡볶이홍선생,서울특별시 마포구 합정동 411-8 1층,,서울특별시 마포구 합정동 411-8 1층,126.917907,37.548199,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 39,서울특별시 마포구 합정동 411-8,4047
Point (192706.42250183672877029 449870.35159658454358578),음식,한식,추어탕전문,남원골추어탕,서울특별시 마포구 합정동 412-14,02-325-0990,서울특별시 마포구 합정동 412-14,126.917464,37.548321,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 35,서울특별시 마포구 합정동 412-14,4047
Point (192751.95664146315539256 450100.8339905520551838),음식,양식,정통양식/경양식,조이테스테블,서울특별시 마포구 서교동 397-5 1층,,서울특별시 마포구 서교동 397-5 1층,126.917977,37.550398,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 52,서울특별시 마포구 서교동 397-5,4047
Point (192825.69605093373684213 449842.61171643185662106),음식,한식,부대찌개/섞어찌개,돈가네옛날돼지찌개,서울특별시 마포구 합정동 410-8 1층,,서울특별시 마포구 합정동 410-8 1층,126.918814,37.548072,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 49,서울특별시 마포구 합정동 410-8,4048
Point (192762.28325825693900697 449883.95427583670243621),음식,유흥주점,빠/카페/스탠드빠,즐거운 북카페,서울특별시 마포구 합정동 411-6 2층,02-6081-4770,서울특별시 마포구 합정동 411-6 2층,126.918096,37.548444,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 72,서울특별시 마포구 합정동 411-6,4047
Point (193004.30293216364225373 450068.54209699778584763),음식,한식,한식/백반/한정식,진서방곱돌이네,서울특별시 마포구 서교동 403-1 2층,,서울특별시 마포구 서교동 403-1 2층,126.920833,37.550109,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 55-1,서울특별시 마포구 서교동 403-1,4048
Point (193103.75754132494330406 450119.62445036496501416),음식,양식,정통양식/경양식,서초동연가,서울특별시 마포구 서교동 407-25 (1층),,서울특별시 마포구 서교동 407-25 (1층),126.921958,37.55057,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 9,서울특별시 마포구 서교동 407-25,4049
Point (192953.65345692538539879 449946.05406501464312896),음식,한식,한식/백반/한정식,소담한그릇,서울특별시 마포구 서교동 403-11 2층,,서울특별시 마포구 서교동 403-11 2층,126.920261,37.549005,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 4,서울특별시 마포구 서교동 403-11,4048
Point (192976.29558731243014336 450074.22612169245257974),음식,한식,한식/백반/한정식,행복한금현이,서울특별시 마포구 서교동 404-8 (지하1층),02-337-3627,서울특별시 마포구 서교동 404-8 (지하1층),126.920516,37.55016,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 43,서울특별시 마포구 서교동 404-8,4048
Point (193133.15637960631283931 450086.96959899709327146),음식,유흥주점,빠/카페/스탠드빠,펑키펑키,서울특별시 마포구 서교동 407-8 B,02-3141-0626,서울특별시 마포구 서교동 407-8 B,126.922291,37.550276,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 12,서울특별시 마포구 서교동 407-8,4049
Point (192850.2940673382836394 449981.88053338666213676),음식,유흥주점,빠/카페/스탠드빠,비니컬쳐,서울특별시 마포구 서교동 400-2 1층,,서울특별시 마포구 서교동 400-2 1층,126.919091,37.549327,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 25,서울특별시 마포구 서교동 400-2,4047
Point (192991.739149078639457 449840.36121858423575759),음식,닭/오리요리,후라이드/양념치킨,레게치킨썬샤인,서울특별시 마포구 상수동 317-9,02-338-3438,서울특별시 마포구 상수동 317-9,126.920693,37.548053,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 63-1,서울특별시 마포구 상수동 317-9,4049
Point (192948.60349828394828364 450138.95564023742917925),음식,유흥주점,빠/카페/스탠드빠,카페 더웨이,서울특별시 마포구 서교동 395-17 예랑빌딩 4층,02-322-5110,서울특별시 마포구 서교동 395-17 예랑빌딩 4층,126.920202,37.550743,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 23,서울특별시 마포구 서교동 395-17,4043
Point (192787.83573695519589819 450307.24066108459373936),음식,유흥주점,룸살롱/단란주점,솔마단란주점,서울특별시 마포구 서교동 373-2 지하1층,02-332-6396,서울특별시 마포구 서교동 373-2 지하1층,126.918381,37.552258,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 49,서울특별시 마포구 서교동 373-2,4043
Point (192701.69557279042783193 450223.29788242821814492),음식,유흥주점,빠/카페/스탠드빠,카페나무,서울특별시 마포구 서교동 395-154 1층,,서울특별시 마포구 서교동 395-154 1층,126.917407,37.551501,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 78-7,서울특별시 마포구 서교동 395-154,4043
Point (192503.35786490773898549 449975.19410625525051728),음식,양식,돈가스전문점,마루돈까스,서울특별시 마포구 서교동 394-22,02-333-8235,서울특별시 마포구 서교동 394-22,126.915165,37.549264,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 17,서울특별시 마포구 서교동 394-22,4044
Point (192976.29558731243014336 450074.22612169245257974),음식,유흥주점,빠/카페/스탠드빠,빤나꼬따(PANNACOTTA),서울특별시 마포구 서교동 404-8 2층,,서울특별시 마포구 서교동 404-8 2층,126.920516,37.55016,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 43,서울특별시 마포구 서교동 404-8,4048
Point (193015.68138602052931674 449938.6764744832762517),음식,양식,정통양식/경양식,라꼼마,서울특별시 마포구 서교동 408-27 외 2필지 지상3층,,서울특별시 마포구 서교동 408-27 외 2필지 지상3층,126.920963,37.548939,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 44-1,서울특별시 마포구 서교동 408-27,4049
Point (193035.73315816989634186 450034.88629985647276044),음식,일식/수산물,매운탕전문,지오버섯매운탕,서울특별시 마포구 서교동 408-9 1층,02-323-1093,서울특별시 마포구 서교동 408-9 1층,126.921189,37.549806,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 54,서울특별시 마포구 서교동 408-9,4049
Point (193119.02505904706777073 450095.74935079185524955),음식,유흥주점,빠/카페/스탠드빠,수,서울특별시 마포구 서교동 407-12 원빌딩 5층,02-324-5191,서울특별시 마포구 서교동 407-12 원빌딩 5층,126.922131,37.550355,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 14,서울특별시 마포구 서교동 407-12,4049
Point (192786.39682076883036643 449871.28066458331886679),음식,한식,한식/백반/한정식,툇마루,서울특별시 마포구 합정동 411-2,02-3143-4821,서울특별시 마포구 합정동 411-2,126.918369,37.54833,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 78,서울특별시 마포구 합정동 411-2,4047
Point (193133.15637960631283931 450086.96959899709327146),음식,유흥주점,호프/맥주,고고스,"서울특별시 마포구 서교동 407-8 2층,3층",,"서울특별시 마포구 서교동 407-8 2층,3층",126.922291,37.550276,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 12,서울특별시 마포구 서교동 407-8,4049
Point (192537.86134557088371366 449921.55579968367237598),음식,분식,라면김밥분식,세븐일레븐(S합정역점),서울특별시 마포구 합정동 414-0 지하1층 합정역내,,서울특별시 마포구 합정동 414-0 지하1층 합정역내,126.915556,37.548781,인근좌표,1.14E+18,구주소,,서울특별시 마포구 합정동 414,NULL
Point (192751.97021303093060851 449913.81905650714179501),음식,유흥주점,빠/카페/스탠드빠,아수라발발타,서울특별시 마포구 서교동 399-24 지하1층,02-337-3102,서울특별시 마포구 서교동 399-24 지하1층,126.917979,37.548713,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 67,서울특별시 마포구 서교동 399-24,4047
Point (192982.15031048379023559 449996.30754015251295641),음식,유흥주점,룸살롱/단란주점,에이원(A1),서울특별시 마포구 서교동 403-16,02-326-3400,서울특별시 마포구 서교동 403-16,126.920583,37.549458,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 47,서울특별시 마포구 서교동 403-16,4048
Point (193004.48883033846504986 449869.5403307264787145),음식,유흥주점,빠/카페/스탠드빠,디스 이즈 치킨,서울특별시 마포구 상수동 316-12 지1층,,서울특별시 마포구 상수동 316-12 지1층,126.920837,37.548316,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 67-10,서울특별시 마포구 상수동 316-12,4049
Point (193087.69074594075209461 450032.40116819000104442),음식,유흥주점,빠/카페/스탠드빠,나비도꽃이었다 꽃을떠나기전에는,서울특별시 마포구 서교동 409-19 지하1층,,서울특별시 마포구 서교동 409-19 지하1층,126.921777,37.549784,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-9,서울특별시 마포구 서교동 409-19,4049
Point (193007.1484059426584281 450089.62743817165028304),음식,한식,한식/백반/한정식,닥터차이,서울특별시 마포구 서교동 405-16 1층,02-323-7510,서울특별시 마포구 서교동 405-16 1층,126.920865,37.550299,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 55-2,서울특별시 마포구 서교동 405-16,4048
Point (193161.41399388443096541 450063.19483962538652122),음식,유흥주점,호프/맥주,거짓말,서울특별시 마포구 서교동 410-1 2층,,서울특별시 마포구 서교동 410-1 2층,126.922611,37.550062,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 5,서울특별시 마포구 서교동 410-1,4049
Point (193158.92052258632611483 449825.23848918383009732),음식,중식,중국음식/중국집,팬더키친,서울특별시 마포구 상수동 310-2 지하1층,,서울특별시 마포구 상수동 310-2 지하1층,126.922585,37.547918,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 83,서울특별시 마포구 상수동 310-2,4049
Point (192991.49267466098535806 449862.44804855872644112),음식,유흥주점,빠/카페/스탠드빠,카페 토이,서울특별시 마포구 상수동 317-2 3층,,서울특별시 마포구 상수동 317-2 3층,126.92069,37.548252,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 67-11,서울특별시 마포구 상수동 317-2,4049
